file,fingerprint,mfcc,chroma,spectral_contrast,tonnetz,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms,tempo
the_real_slim_shady.mp3,55a9747ee962da714c3606c312e1121a0b0e4f83e360fb7e4333e66bfce2b4c8,"[-117.53916931152344, 91.15846252441406, -6.227888107299805, 23.241506576538086, 5.158213138580322, -2.6737921237945557, 8.171545028686523, 7.065005779266357, -0.9952647686004639, 6.688503742218018, -1.6920323371887207, 3.2466306686401367, 6.5856523513793945, 4.562943458557129, -2.2838120460510254, 8.339068412780762, -1.6027880907058716, 5.3878045082092285, 1.2053816318511963, -1.1020385026931763]","[0.47858715057373047, 0.47359907627105713, 0.5086630582809448, 0.5542108416557312, 0.5037734508514404, 0.4729427099227905, 0.4046437740325928, 0.4720892310142517, 0.4352058470249176, 0.4340860843658447, 0.4647822976112366, 0.46448183059692383]","[18.788169782522708, 14.842889293900827, 18.86352308523834, 20.322290080522656, 22.47232509860682, 26.841685059193342, 47.6826348863359]","[-0.016185230269623697, 0.03759045774189294, 0.005734467319567077, -0.000867645241805025, 0.007646845374541347, 0.013044170709471037]",2038.3208735600292,2166.5066325978764,3966.9510123899477,0.10511501064241487,0.23936515,103.359375
lose_yourself.mp3,af8a2a35b91a93075be13931e1f792249e830cd7aec7717593cc3fad9dfcb5d9,"[-301.92681884765625, 166.13046264648438, -27.466651916503906, 36.42403793334961, -11.53315544128418, -5.635699272155762, -9.152926445007324, -10.89229965209961, -9.455764770507812, -5.672773838043213, -14.295751571655273, -10.926941871643066, -14.24431324005127, -7.8372979164123535, -10.386569023132324, -5.731103897094727, -7.622565269470215, -11.50519847869873, -12.158719062805176, -11.312490463256836]","[0.2263014167547226, 0.3523971140384674, 0.5794331431388855, 0.27554160356521606, 0.3656613528728485, 0.29821428656578064, 0.1388522982597351, 0.1843499094247818, 0.2317260205745697, 0.6203017830848694, 0.3889777958393097, 0.18712158501148224]","[31.09842732639011, 23.150477986694106, 23.889659733263628, 26.8551412592209, 25.026427708037676, 24.48822217089917, 47.60113512401333]","[0.1323419741457486, 0.13577192220134868, -0.11614957194517288, -0.18101173947707988, -0.009230816768733567, -0.019101147804010603]",1068.691500337828,1199.4322646482415,1854.4137866135352,0.06195956487035604,0.065487266,129.19921875
stan.mp3,0b13caa56dd4a2eb6a551b00fbd99383e92ab81a64b7f182879007cf33406c5a,"[-109.48861694335938, 26.32661247253418, -30.536945343017578, 1.6139554977416992, -18.475881576538086, -4.1937575340271, -8.948776245117188, 0.9640499353408813, -8.257680892944336, 6.599237442016602, -5.001043796539307, -0.30497869849205017, -4.151187896728516, 2.921267509460449, -3.0810532569885254, -1.1693785190582275, -4.497722625732422, 2.5887205600738525, -2.8039064407348633, 1.7093499898910522]","[0.3116607666015625, 0.39028400182724, 0.32790932059288025, 0.45728662610054016, 0.3292275667190552, 0.39529287815093994, 0.44422483444213867, 0.4327232539653778, 0.513031005859375, 0.3912499248981476, 0.4927321970462799, 0.3881210386753082]","[20.146001863281157, 15.937803668283237, 18.795378415951504, 18.072134270992574, 17.066744855593736, 15.807908163871785, 48.05466268459804]","[-0.10017243626476764, -0.07016125005639585, 0.02531991375829356, -0.02100499117553775, 0.005386498768069302, -0.004642582026341928]",3437.824859162892,2690.2309767915535,6682.809589964687,0.19690621674245357,0.121800825,161.4990234375
love_the_way_you_lie.mp3,71bc678dd230778f47ac87f9c18c5eba7113dc6ea1ca492e8ce7784825ce48d5,"[-201.80099487304688, 113.18742370605469, -21.04726791381836, 10.063337326049805, 4.8989152908325195, -9.927197456359863, -1.1509019136428833, -15.759140014648438, -1.6905171871185303, -4.730240821838379, -12.2218599319458, -5.84512996673584, -16.4079647064209, 0.7304936051368713, -9.221817970275879, -0.8556915521621704, -5.83005952835083, -2.968184232711792, -2.341047525405884, -2.751408100128174]","[0.30733394622802734, 0.22047440707683563, 0.3439783453941345, 0.2984008193016052, 0.196304053068161, 0.30210527777671814, 0.21794871985912323, 0.37205302715301514, 0.22254818677902222, 0.363919734954834, 0.42210856080055237, 0.23595952987670898]","[22.53172458319749, 19.657613954749632, 24.562330196496497, 24.655576476778855, 25.436976476009686, 28.80304862161127, 45.763251412609094]","[-0.029930397258448083, 0.22626788648442225, 0.00336658864803942, -0.11222702547029853, 0.014369084071364521, -0.005612884647873902]",1911.5698785535924,1880.5251165569455,3470.870678786523,0.10235765770123839,0.08952128,161.4990234375
rap_god.mp3,e904595ad7e7e34d26ea2bafcbb9f0e4d4a6537122156093478a98f3608cdaaf,"[-80.30553436279297, 99.49425506591797, -31.792539596557617, 22.05840301513672, 8.274290084838867, -2.9333934783935547, -7.657801628112793, 0.006162850186228752, -5.04506254196167, 5.098351001739502, -3.8580095767974854, -0.33999019861221313, -5.384339332580566, -1.3425389528274536, -3.067108631134033, 2.901977062225342, -3.6844441890716553, -1.44985032081604, -2.5689661502838135, 3.056718587875366]","[0.35725608468055725, 0.4262717664241791, 0.6386277675628662, 0.43052390217781067, 0.37341198325157166, 0.46796467900276184, 0.3830660879611969, 0.5505764484405518, 0.46307647228240967, 0.46955469250679016, 0.5691230893135071, 0.4353674650192261]","[18.715918617715545, 15.289298299899379, 18.071078685787903, 18.544313572319737, 19.370975737769776, 22.755665811888363, 47.15968591913688]","[0.05390533307671808, 0.12874190519404946, 0.10844495499451808, -0.0998340696615424, 0.029389090870852296, -0.04310679852103975]",2192.0435942422882,2086.7428614075493,4201.3745948626165,0.10972004704431114,0.17668971,151.99908088235293
