file,fingerprint,mfcc,chroma,spectral_contrast,tonnetz,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms,tempo
the_spectre.mp3,c775799d7275d41acf54e1523d24bac4c6f014d0ca0fc95489dce7bbd5006b90,"[-170.72850036621094, 83.91744995117188, 13.190417289733887, 8.10516357421875, -4.024631977081299, -0.9381632804870605, -16.496028900146484, 6.002408504486084, -12.845439910888672, -2.8908467292785645, -5.73939323425293, -3.769791603088379, -10.350299835205078, -4.386287689208984, -6.824350357055664, -4.64217472076416, -4.311483860015869, 0.671253502368927, -7.151063442230225, -5.457974433898926]","[0.24339920282363892, 0.37464308738708496, 0.21260051429271698, 0.2828318476676941, 0.45772233605384827, 0.23040445148944855, 0.2591291069984436, 0.26530465483665466, 0.5589300394058228, 0.3419267535209656, 0.20934930443763733, 0.3883728086948395]","[21.445244172637892, 17.304820108701737, 19.312491213642204, 20.023788034872126, 19.46874334302987, 19.021461901629014, 50.51285571938884]","[0.03261222986228611, -0.20840567039231223, -0.03784742711714533, 0.1493843402244992, 0.011442169886373877, -0.03624071406046269]",2629.1313045697184,2711.311371917084,5943.897391398994,0.12345201238390092,0.08148653,129.19921875
somebody_like_u.mp3,cc7524b246bfc731b4cc02c62935965ecc910933d68bd59658bb1d1737c1eb87,"[-190.93096923828125, 125.74776458740234, -3.7788918018341064, 10.859358787536621, -12.27371883392334, -7.921946048736572, -5.285097122192383, -20.02398681640625, -13.761467933654785, -4.5124406814575195, -18.890697479248047, -9.390046119689941, -4.088545799255371, -0.3054044246673584, -0.9535161256790161, -1.6187328100204468, 1.1974867582321167, -1.7086185216903687, -13.64451789855957, -4.1913652420043945]","[0.27517491579055786, 0.48590606451034546, 0.26734620332717896, 0.11441820859909058, 0.12078709900379181, 0.09639658033847809, 0.1409020572900772, 0.14023426175117493, 0.3182764947414398, 0.34658947587013245, 0.15028966963291168, 0.21243737637996674]","[24.45242114532644, 21.09468274288308, 24.80034944432078, 20.644835707257066, 19.911919819379623, 21.49168957139388, 47.63558346065983]","[0.12967643398369144, -0.20092651765540567, -0.1628284095811742, -0.009394722393838232, -0.006663199754640012, -0.011193873801545455]",1782.4396002210435,1977.4036990409334,3705.602592728086,0.07327695675309598,0.13806964,123.046875
alone.mp3,babf98408889c17d6f8bed733fb65e9dd0eccfb6b6f3e3c30f41b971216aab3e,"[-106.12398529052734, 121.26033020019531, 10.461872100830078, 0.8415219187736511, 10.301396369934082, -3.708003282546997, 9.8412446975708, -7.698777198791504, 1.3632140159606934, 1.7811336517333984, -6.649092197418213, 0.8718751072883606, -2.517026662826538, -1.0729092359542847, -2.25981068611145, 4.547491073608398, -3.5901639461517334, 3.5507709980010986, -1.6517623662948608, 0.19761040806770325]","[0.2473193258047104, 0.1819373518228531, 0.35652151703834534, 0.262995183467865, 0.1947392374277115, 0.3698042333126068, 0.21026554703712463, 0.27100709080696106, 0.17309017479419708, 0.35891643166542053, 0.41186314821243286, 0.20058369636535645]","[20.463288250665165, 17.874017952662122, 20.627491910503636, 20.893901817545462, 21.139500669002608, 20.36402052222222, 45.793116761028756]","[-0.009295268306547923, 0.22044974260127165, 0.06521634985159376, -0.17980055744369056, 0.027136283439725753, -0.02138603979706519]",2138.7964927932103,2573.6818585285696,4848.562348073481,0.08653008900928792,0.18968697,95.703125
faded.mp3,3f2c296afb3d16f303eef7ae062760572fd5a05195c187462c48688bdefc19a5,"[-176.9334716796875, 160.222412109375, -0.7806872725486755, 3.099853038787842, 5.10205078125, -0.7241698503494263, 7.7155609130859375, -2.0188357830047607, 2.900416612625122, -0.9104685187339783, -4.355152606964111, -6.258343696594238, -4.254483222961426, -5.6923508644104, -9.124526977539062, -1.8894226551055908, -2.5274899005889893, 2.143132448196411, -2.4377565383911133, 1.0509456396102905]","[0.23228196799755096, 0.3550090491771698, 0.1987861692905426, 0.2992267906665802, 0.1617458015680313, 0.3065854609012604, 0.4133221507072449, 0.16612525284290314, 0.24134120345115662, 0.17364872992038727, 0.41314229369163513, 0.21465229988098145]","[23.226067653979918, 19.41214960417744, 22.603261550630222, 24.297337426097965, 23.555554807195303, 21.443045872965055, 44.669206841765494]","[-0.2083805978286553, -0.15673389776148566, 0.021961779746691126, -0.14730103991726767, 0.0239906239758057, 0.016022502584527063]",1450.9815525965596,1694.9191238593016,2818.8579547515965,0.07377997714299536,0.14053729,89.10290948275862
blue.mp3,cfe47ec7f81cd2ea9e19d9c21d4671c6a4d908fad3be08e21e71cf599eef8543,"[-170.9792022705078, 104.5103759765625, 4.124924182891846, 6.912177562713623, 5.784413814544678, -13.737412452697754, -0.35263070464134216, -13.388812065124512, -3.956310272216797, 1.0611294507980347, -18.874223709106445, -3.4409303665161133, -13.801505088806152, -2.6032066345214844, -8.443219184875488, -3.684548854827881, -0.801140308380127, -6.244368553161621, -7.874166965484619, -2.96345591545105]","[0.20524637401103973, 0.2936217784881592, 0.23770634829998016, 0.40414854884147644, 0.277397483587265, 0.1594519168138504, 0.2333977073431015, 0.23467613756656647, 0.464535117149353, 0.261042982339859, 0.3886038661003113, 0.3065929114818573]","[24.088115532728754, 16.881999151847868, 19.481410531311134, 20.835658736560575, 21.172203329574852, 24.427956258452404, 47.50786472028909]","[-0.13876096360421292, -0.1828926307594873, 0.08460298702466772, 0.08272528144510767, -0.0010873582243664571, -0.018546711032649356]",2204.16482642692,2517.3409394851874,4875.470518696788,0.09098962364551083,0.10606272,89.10290948275862
tired.mp3,a24323e41be030cf6d3522c4d8ad77781f76bc1b272a0f27485cbc6d0a87c6aa,"[-139.7128448486328, 98.29486083984375, 30.13666343688965, 13.971997261047363, 9.630809783935547, 8.904336929321289, -12.887646675109863, 10.355181694030762, -4.241074085235596, -5.208848476409912, 0.028319556266069412, -6.6317853927612305, -12.182358741760254, -3.430736541748047, -6.411367893218994, -0.7887831926345825, -10.409629821777344, -1.9371635913848877, -5.414543628692627, -9.885842323303223]","[0.1980796456336975, 0.2847324013710022, 0.4265296757221222, 0.3489346504211426, 0.33907249569892883, 0.3239060044288635, 0.5219272375106812, 0.349431574344635, 0.25670987367630005, 0.36877915263175964, 0.2655765116214752, 0.2998879551887512]","[28.65908540373141, 17.95195556531539, 20.094145146952314, 20.208463367427388, 19.05171447730252, 18.76090483455559, 46.943652513630184]","[0.16916789986183253, -0.09289610445610126, -0.02912187823108857, -0.13488459857807847, -0.014927080003243779, 0.02599836356825074]",2191.0424051541827,2514.452974005383,4998.861439235439,0.07516205495356038,0.17208117,123.046875
sing_me_to_sleep.mp3,1e4647f6d4f686b25e2edb29d52e8e32fdaa124202ecbe4e25513ffd023f5b81,"[-189.75193786621094, 118.7654037475586, -6.747349262237549, 8.702062606811523, 7.83482027053833, -4.774703025817871, 10.621941566467285, -4.242157936096191, 2.1086812019348145, -6.725476264953613, -2.980180501937866, -5.516653537750244, -6.234880447387695, -5.211056709289551, -8.087326049804688, -4.575159072875977, -7.9975996017456055, -3.8884496688842773, -5.86728572845459, 4.480823040008545]","[0.289730042219162, 0.14923106133937836, 0.21678021550178528, 0.28063252568244934, 0.5823891162872314, 0.2663184106349945, 0.22146905958652496, 0.29905182123184204, 0.15800584852695465, 0.08184073865413666, 0.14317457377910614, 0.40844330191612244]","[23.254486625300064, 19.311330488993327, 21.424420004235316, 20.72276630317974, 20.40583239986251, 22.175917493323187, 44.67394068540943]","[0.2588618088851356, -0.007135023322281782, 0.16419506356719835, 0.2769437061378374, 0.07080393358915295, -0.042980503366129096]",1926.465422632611,2222.1615451251146,3987.7425533330106,0.07814351840654024,0.10615816,123.046875
darkside.mp3,02859a5239458cfcbf6134d01c7a85d0a388ea9dd182ac4d97b31c9133adb9e8,"[-187.8067169189453, 145.93458557128906, -8.011283874511719, -0.18735478818416595, -1.5465195178985596, -10.279845237731934, -13.524140357971191, -8.527713775634766, -10.18924617767334, -2.5142645835876465, -14.034073829650879, -6.034727096557617, -12.068102836608887, -7.362505912780762, -6.443385124206543, -4.491482734680176, -3.0518383979797363, 1.6207659244537354, 3.3101444244384766, 8.634825706481934]","[0.1446518450975418, 0.14958825707435608, 0.35319170355796814, 0.20311014354228973, 0.36117228865623474, 0.20315003395080566, 0.3545871675014496, 0.47325843572616577, 0.20734910666942596, 0.25146761536598206, 0.16081251204013824, 0.19487087428569794]","[19.229965727256808, 19.04087921004794, 21.811218293443073, 20.471556107759948, 20.875545155663097, 19.314659060284594, 48.54989506851113]","[0.3047444876584317, 0.04085800550304504, 0.07146953736343949, -0.02939785886685679, 0.029649350751401748, -0.012609310617476492]",1557.2308464033583,1837.7510638780864,3010.615128555534,0.06854531491873066,0.13021725,86.1328125
