file,fingerprint,mfcc,chroma,spectral_contrast,tonnetz,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms,tempo
strani_amori.mp3,c4abb0da11f30cb6fc12d416cb67a0ba57c2fc8bbeff2fcb207646e83b5cd19d,"[-291.06695556640625, 153.6604766845703, -17.4091796875, 32.119178771972656, 8.21638011932373, -7.018430709838867, -1.5577689409255981, -10.979348182678223, -5.6213507652282715, -0.49498680233955383, -7.695451736450195, -4.310892105102539, -11.555560111999512, -8.807088851928711, -9.935856819152832, -6.0540385246276855, -11.272100448608398, -5.859971523284912, -5.70098352432251, -4.39296293258667]","[0.42325112223625183, 0.555505633354187, 0.2923505902290344, 0.41804543137550354, 0.22707951068878174, 0.41627106070518494, 0.3329833447933197, 0.2510196268558502, 0.37832111120224, 0.23691970109939575, 0.28386151790618896, 0.19416315853595734]","[30.11165846922225, 17.96418063667386, 21.927682677116717, 23.34240570386984, 25.6796587984025, 27.942170436863844, 45.01867518895148]","[-0.3356404427831141, -0.0950664321018401, -0.12676795445607503, 0.05311645048485931, 0.0009043183417705287, -0.002871311733739957]",1192.797709869633,1565.4592494248677,2363.6857071159056,0.050301283136609906,0.040305186,161.4990234375
la_solitudine.mp3,d7bb392d596593049946dc5b44d04beda68bac773ecdc5e0b6520f4f2ea956cc,"[-255.00479125976562, 103.46401977539062, 42.881004333496094, 28.963119506835938, -8.325337409973145, 2.7995853424072266, -8.686372756958008, 2.7403032779693604, -14.968316078186035, -2.655972719192505, -10.341980934143066, 5.900454998016357, -6.993141174316406, -1.8736265897750854, -6.427248954772949, -2.279080390930176, -7.588475704193115, 1.2174452543258667, 0.6925605535507202, -2.4289820194244385]","[0.2930286228656769, 0.5599560141563416, 0.23047538101673126, 0.26732248067855835, 0.21015898883342743, 0.4757057726383209, 0.24820531904697418, 0.17903652787208557, 0.3081302344799042, 0.2255972921848297, 0.40267500281333923, 0.1667214334011078]","[24.611904061648772, 19.22321008634924, 24.47780291965482, 26.24078401816615, 25.798725314645207, 22.11039599865869, 48.1041918470294]","[-0.23162178584626994, -0.06639283204056691, -0.14241865991280295, -0.06349233613960784, 0.03487716018468481, -0.0378357052663197]",1998.1186565696046,2370.261415518543,4363.723613160313,0.08222626015866873,0.05810788,129.19921875
mais_uma_vez.mp3,a1672f9be51af4fa58f401dde63779e51b6bd59fa64cc0e1bf3d67057294045a,"[-217.6018829345703, 116.1237564086914, 17.62738037109375, 42.66855239868164, 3.704517364501953, 6.377569675445557, 4.105223655700684, 7.922073841094971, -7.33027458190918, 3.2487735748291016, -2.678016424179077, -4.151683330535889, 0.14756298065185547, 4.380563259124756, -2.422123432159424, 3.4927926063537598, -5.795557022094727, -3.6153805255889893, 2.533241033554077, -0.5024359226226807]","[0.3124067485332489, 0.2352934628725052, 0.2939353585243225, 0.2248782515525818, 0.3694689869880676, 0.5468490123748779, 0.26350635290145874, 0.20174428820610046, 0.17746508121490479, 0.28796887397766113, 0.4237785339355469, 0.29917386174201965]","[19.6917014490463, 19.335084202658877, 24.057273587215313, 25.897498009795058, 25.76892991028622, 26.24298298759891, 46.925438079879015]","[-0.0440293397541109, 0.16657164574942346, -0.08721548298319037, -0.05143675583215794, 0.01465525797765407, -0.03487327616916242]",1319.9779480326847,1761.3901731735607,2754.6833428066952,0.05401856980456656,0.1407265,103.359375
